#GeneID	PubMed_ID	Gene_name
67444761	25408351	ribokinase
67444765	9743633	phosphoribosyltransferase
67444765	11751055	phosphoribosyltransferase
67444765	22610485	phosphoribosyltransferase
67444766	12441393	alkaline phosphatase D family protein
67444766	12519726	alkaline phosphatase D family protein
67444767	16275737	CBS domain-containing protein
67444767	21958115	CBS domain-containing protein
67444767	24161944	CBS domain-containing protein
67444769	26246409	MATE family efflux transporter
67444769	31866287	MATE family efflux transporter
67444769	33774036	MATE family efflux transporter
67444770	12369917	alpha/beta hydrolase
67444770	19508187	alpha/beta hydrolase
67444770	37582413	alpha/beta hydrolase
67444771	22287519	prolipoprotein diacylglyceryl transferase
67444771	22609911	prolipoprotein diacylglyceryl transferase
67444772	9573603	cupin domain-containing protein
67444772	14697267	cupin domain-containing protein
67444772	19478949	cupin domain-containing protein
67444773	9886293	TonB-dependent receptor plug domain-containing protein
67444773	12409204	TonB-dependent receptor plug domain-containing protein
67444773	15111112	TonB-dependent receptor plug domain-containing protein
67444773	32355044	TonB-dependent receptor plug domain-containing protein
67444774	11531338	TlpA family protein disulfide reductase
67444774	15667290	TlpA family protein disulfide reductase
67444781	22522320	OsmC domain/YcaO domain-containing protein
67444782	18165013	methyl-accepting chemotaxis protein
67444782	20738376	methyl-accepting chemotaxis protein
67444783	17293419	ribosome recycling factor family protein
67444785	7937796	SMI1/KNR4 family protein
67444785	8289782	SMI1/KNR4 family protein
67444785	21306995	SMI1/KNR4 family protein
67444791	22731697	Imm26 family immunity protein
67444795	14995075	glycine cleavage system aminomethyltransferase GcvT
67444796	1409567	FAD-dependent monooxygenase
67444797	11583838	2-octaprenyl-6-methoxyphenyl hydroxylase
67444798	15317022	UPF0149 family protein
67444801	16104022	5-formyltetrahydrofolate cyclo-ligase
67444803	15236740	thiol-disulfide oxidoreductase DCC family protein
67444804	11021970	malate dehydrogenase
67444806	12604210	NAD(P)-dependent oxidoreductase
67444806	19011750	NAD(P)-dependent oxidoreductase
67444806	20423462	NAD(P)-dependent oxidoreductase
67444806	30945211	NAD(P)-dependent oxidoreductase
67444807	8257110	LysR family transcriptional regulator
67444807	19047729	LysR family transcriptional regulator
67444808	19099183	Dyp-type peroxidase
67444808	24212472	Dyp-type peroxidase
67444808	34074047	Dyp-type peroxidase
67444810	24638992	ABC transporter ATP-binding protein
67444810	25750732	ABC transporter ATP-binding protein
67444811	17723295	ABC transporter permease
67444811	18535149	ABC transporter permease
67444811	24638992	ABC transporter permease
67444811	25750732	ABC transporter permease
67444811	26517919	ABC transporter permease
67444811	27273632	ABC transporter permease
67444811	31571164	ABC transporter permease
67444817	18092946	histidine phosphatase family protein
67444818	10357231	FMN-binding glutamate synthase family protein
67444818	11967268	FMN-binding glutamate synthase family protein
67444818	15052410	FMN-binding glutamate synthase family protein
67444818	15581577	FMN-binding glutamate synthase family protein
67444820	24638992	ABCB family ABC transporter ATP-binding protein/permease
67444820	25750732	ABCB family ABC transporter ATP-binding protein/permease
67444823	10517866	tetratricopeptide repeat protein
67444823	30708253	tetratricopeptide repeat protein
67444826	22861350	P-II family nitrogen regulator
67444827	9782055	hydrolase
67444832	10712691	protein-disulfide reductase DsbD
67444832	11085993	protein-disulfide reductase DsbD
67444832	11114333	protein-disulfide reductase DsbD
67444833	9537504	cation:proton antiporter family protein
67444835	12717027	aldose epimerase family protein
67444839	10941792	efflux RND transporter permease subunit
67444839	19026770	efflux RND transporter permease subunit
67444840	32073314	efflux RND transporter periplasmic adaptor subunit
67444841	7583641	leucine-rich repeat-containing protein kinase family protein
67444841	7768349	leucine-rich repeat-containing protein kinase family protein
67444841	11751054	leucine-rich repeat-containing protein kinase family protein
67444841	14747988	leucine-rich repeat-containing protein kinase family protein
67444841	16213197	leucine-rich repeat-containing protein kinase family protein
67444841	16244704	leucine-rich repeat-containing protein kinase family protein
67444841	19614568	leucine-rich repeat-containing protein kinase family protein
67444842	1352512	LysM peptidoglycan-binding domain-containing protein
67444842	10843862	LysM peptidoglycan-binding domain-containing protein
67444844	20206133	DEAD/DEAH box helicase
67444844	20225155	DEAD/DEAH box helicase
67444845	10940244	GNAT family N-acetyltransferase
67444845	15581578	GNAT family N-acetyltransferase
67444845	26818562	GNAT family N-acetyltransferase
67444845	27367672	GNAT family N-acetyltransferase
67444846	9309218	LysR substrate-binding domain-containing protein
67444847	1570301	M16 family metallopeptidase
67444849	22731697	imm11 family protein
67444851	8022275	stringent starvation protein SspA
67444851	8198564	stringent starvation protein SspA
67444851	12777805	stringent starvation protein SspA
67444851	12791143	stringent starvation protein SspA
67444852	10395550	cytochrome c1
67444852	10647174	cytochrome c1
67444852	12594933	cytochrome c1
67444852	18568041	cytochrome c1
67444852	22723177	cytochrome c1
67444852	31252007	cytochrome c1
67444853	2509716	cytochrome b
67444853	8647838	cytochrome b
67444855	9792691	protease modulator HflC
67444855	10512625	protease modulator HflC
67444856	9792691	FtsH protease activity modulator HflK
67444856	10512625	FtsH protease activity modulator HflK
67444857	26458047	ribosome rescue GTPase HflX
67444857	29930203	ribosome rescue GTPase HflX
67444858	15681864	RNA chaperone Hfq
67444858	20647674	RNA chaperone Hfq
67444858	24454955	RNA chaperone Hfq
67444861	1495475	N-acetylmuramoyl-L-alanine amidase
67444862	12112691	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
67444862	17581233	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
67444862	22378793	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
67444869	15466596	small ribosomal subunit biogenesis GTPase RsgA
67444870	9370338	archaetidylserine decarboxylase
67444870	16243780	archaetidylserine decarboxylase
67444871	11432728	DMT family transporter
67444873	38491249	glycerophosphodiester phosphodiesterase
67444875	9382818	methyl-accepting chemotaxis protein
67444875	10357859	methyl-accepting chemotaxis protein
67444875	15009198	methyl-accepting chemotaxis protein
67444875	17299051	methyl-accepting chemotaxis protein
67444875	18165013	methyl-accepting chemotaxis protein
67444875	20738376	methyl-accepting chemotaxis protein
67444875	21663441	methyl-accepting chemotaxis protein
67444875	25428939	methyl-accepting chemotaxis protein
67444875	33647528	methyl-accepting chemotaxis protein
67444877	12003960	thiopurine S-methyltransferase
67444877	12839745	thiopurine S-methyltransferase
67444879	1956325	protein kinase domain-containing protein
67444879	7768349	protein kinase domain-containing protein
67444879	9020587	protein kinase domain-containing protein
67444880	7583637	zinc-dependent metalloprotease
67444880	7957888	zinc-dependent metalloprotease
67444880	12746556	zinc-dependent metalloprotease
67444881	7699720	response regulator
67444882	8444794	PhoH family protein
67444882	11137022	PhoH family protein
67444882	12762842	PhoH family protein
67444882	28508407	PhoH family protein
67444882	28575517	PhoH family protein
67444887	9382818	sensor domain-containing diguanylate cyclase
67444887	10357859	sensor domain-containing diguanylate cyclase
67444887	11119645	sensor domain-containing diguanylate cyclase
67444887	11557134	sensor domain-containing diguanylate cyclase
67444887	15009198	sensor domain-containing diguanylate cyclase
67444887	15289546	sensor domain-containing diguanylate cyclase
67444887	15306016	sensor domain-containing diguanylate cyclase
67444887	15569936	sensor domain-containing diguanylate cyclase
67444887	16045609	sensor domain-containing diguanylate cyclase
67444887	16166544	sensor domain-containing diguanylate cyclase
67444887	16530465	sensor domain-containing diguanylate cyclase
67444887	19756011	sensor domain-containing diguanylate cyclase
67444887	21663441	sensor domain-containing diguanylate cyclase
67444887	26055114	sensor domain-containing diguanylate cyclase
67444887	33647528	sensor domain-containing diguanylate cyclase
67444890	17723295	metal ABC transporter permease
67444890	18535149	metal ABC transporter permease
67444890	24638992	metal ABC transporter permease
67444890	25750732	metal ABC transporter permease
67444890	26517919	metal ABC transporter permease
67444890	27273632	metal ABC transporter permease
67444890	31571164	metal ABC transporter permease
67444891	10404217	metal ABC transporter solute-binding protein, Zn/Mn family
67444891	21338480	metal ABC transporter solute-binding protein, Zn/Mn family
67444891	24128931	metal ABC transporter solute-binding protein, Zn/Mn family
67444895	8647101	MaoC/PaaZ C-terminal domain-containing protein
67444895	9457873	MaoC/PaaZ C-terminal domain-containing protein
67444897	23673329	TraB/GumN family protein
67444904	8831795	response regulator transcription factor
67444904	10473770	response regulator transcription factor
67444904	11557134	response regulator transcription factor
67444904	15808743	response regulator transcription factor
67444904	16740923	response regulator transcription factor
67444904	19076237	response regulator transcription factor
67444904	20226724	response regulator transcription factor
67444904	31100988	response regulator transcription factor
67444905	4038648	HU family DNA-binding protein
67444906	15231782	TorF family putative porin
67444906	20380418	TorF family putative porin
67444908	11557134	putative bifunctional diguanylate cyclase/phosphodiesterase
67444908	15306016	putative bifunctional diguanylate cyclase/phosphodiesterase
67444908	16045609	putative bifunctional diguanylate cyclase/phosphodiesterase
67444908	16530465	putative bifunctional diguanylate cyclase/phosphodiesterase
67444909	16740923	response regulator
67444909	20226724	response regulator
67444909	31100988	response regulator
67444910	8029829	CHASE domain-containing sensor histidine kinase
67444910	10339418	CHASE domain-containing sensor histidine kinase
67444910	10637609	CHASE domain-containing sensor histidine kinase
67444910	10966457	CHASE domain-containing sensor histidine kinase
67444910	11590000	CHASE domain-containing sensor histidine kinase
67444910	11590001	CHASE domain-containing sensor histidine kinase
67444910	17439640	CHASE domain-containing sensor histidine kinase
67444910	25324303	CHASE domain-containing sensor histidine kinase
67444911	24344868	PA3496 family putative envelope integrity protein
67444911	32153524	PA3496 family putative envelope integrity protein
67444912	18043907	flavohemoglobin expression-modulating QEGLA motif protein
67444912	19767835	flavohemoglobin expression-modulating QEGLA motif protein
67444914	12177301	MBL fold metallo-hydrolase RNA specificity domain-containing protein
67444914	17128255	MBL fold metallo-hydrolase RNA specificity domain-containing protein
67444914	20544974	MBL fold metallo-hydrolase RNA specificity domain-containing protein
67444914	21764917	MBL fold metallo-hydrolase RNA specificity domain-containing protein
67444916	9099998	thioredoxin family protein
67444916	10049365	thioredoxin family protein
67444916	11441809	thioredoxin family protein
67444916	12074972	thioredoxin family protein
67444916	15558583	thioredoxin family protein
67444916	30367780	thioredoxin family protein
67444917	16496224	putative quinol monooxygenase
67444918	10940244	GNAT family N-acetyltransferase
67444918	15581578	GNAT family N-acetyltransferase
67444918	26818562	GNAT family N-acetyltransferase
67444918	27367672	GNAT family N-acetyltransferase
67444920	31399587	antibiotic biosynthesis monooxygenase family protein
67444921	29577985	efflux RND transporter permease subunit
67444922	32073314	efflux RND transporter periplasmic adaptor subunit
67444923	10092468	TolC family protein
67444926	20944218	SpoIIAA family protein
67444926	37091830	SpoIIAA family protein
67444927	33815344	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
67444929	9735295	SDR family NAD(P)-dependent oxidoreductase
67444929	10387002	SDR family NAD(P)-dependent oxidoreductase
67444934	32951820	flavin reductase family protein
67444935	8831795	winged helix-turn-helix domain-containing protein
67444935	10473770	winged helix-turn-helix domain-containing protein
67444935	15808743	winged helix-turn-helix domain-containing protein
67444936	17723295	ABC transporter permease
67444936	18535149	ABC transporter permease
67444936	24638992	ABC transporter permease
67444936	25750732	ABC transporter permease
67444936	26517919	ABC transporter permease
67444936	27273632	ABC transporter permease
67444936	31571164	ABC transporter permease
67444937	10529352	ABC transporter ATP-binding protein
67444937	24638992	ABC transporter ATP-binding protein
67444937	25750732	ABC transporter ATP-binding protein
67444938	12533464	nitrous oxide reductase family maturation protein NosD
67444942	12151332	rhodanese-like domain-containing protein
67444942	17454295	rhodanese-like domain-containing protein
67444943	21199252	dissimilatory sulfite reductase SirA
67444944	9493384	heme lyase CcmF/NrfE family subunit
67444945	8057830	cytochrome c-type biogenesis protein
67444946	11531338	TlpA family protein disulfide reductase
67444946	15667290	TlpA family protein disulfide reductase
67444949	20559013	AI-2E family transporter
67444949	35698912	AI-2E family transporter
67444950	10694883	NAD(P)H-dependent flavin oxidoreductase
67444951	11092853	4-hydroxybenzoate octaprenyltransferase
67444954	12504684	class I SAM-dependent methyltransferase
67444954	12826405	class I SAM-dependent methyltransferase
67444955	15581572	NUDIX hydrolase
67444955	16378245	NUDIX hydrolase
67444955	27936487	NUDIX hydrolase
67444956	14990749	helicase HerA-like domain-containing protein
67444956	25420454	helicase HerA-like domain-containing protein
67444956	25880130	helicase HerA-like domain-containing protein
67444957	8336670	TAXI family TRAP transporter solute-binding subunit
67444957	10627041	TAXI family TRAP transporter solute-binding subunit
67444957	20584082	TAXI family TRAP transporter solute-binding subunit
67444957	29479520	TAXI family TRAP transporter solute-binding subunit
67444957	36849793	TAXI family TRAP transporter solute-binding subunit
67444957	38102017	TAXI family TRAP transporter solute-binding subunit
67444958	9287004	TRAP transporter permease
67444958	10627041	TRAP transporter permease
67444958	11524131	TRAP transporter permease
67444958	20584082	TRAP transporter permease
67444960	2060763	FadR/GntR family transcriptional regulator
67444961	9636669	OprD family outer membrane porin
67444961	10858367	OprD family outer membrane porin
67444963	8061609	FAD-binding protein
67444964	4364940	cytochrome c3 family protein
67444964	16964504	cytochrome c3 family protein
67444966	9382818	sensor domain-containing diguanylate cyclase
67444966	10357859	sensor domain-containing diguanylate cyclase
67444966	11119645	sensor domain-containing diguanylate cyclase
67444966	11557134	sensor domain-containing diguanylate cyclase
67444966	15009198	sensor domain-containing diguanylate cyclase
67444966	15289546	sensor domain-containing diguanylate cyclase
67444966	15306016	sensor domain-containing diguanylate cyclase
67444966	15569936	sensor domain-containing diguanylate cyclase
67444966	16045609	sensor domain-containing diguanylate cyclase
67444966	16166544	sensor domain-containing diguanylate cyclase
67444966	16530465	sensor domain-containing diguanylate cyclase
67444966	19756011	sensor domain-containing diguanylate cyclase
67444966	21663441	sensor domain-containing diguanylate cyclase
67444966	26055114	sensor domain-containing diguanylate cyclase
67444966	33647528	sensor domain-containing diguanylate cyclase
67444969	19840771	DASS family sodium-coupled anion symporter
67444969	26546518	DASS family sodium-coupled anion symporter
67444969	28436435	DASS family sodium-coupled anion symporter
67444970	23403214	MFS transporter
67444970	26098515	MFS transporter
67444970	26234418	MFS transporter
67444970	26758938	MFS transporter
67444971	15124630	PepSY-associated TM helix domain-containing protein
67444974	10542406	prohibitin family protein
67444974	16101677	prohibitin family protein
67444974	17766116	prohibitin family protein
67444974	31522117	prohibitin family protein
67444978	9843369	phosphoribosylamine--glycine ligase
67444981	11557134	putative bifunctional diguanylate cyclase/phosphodiesterase
67444981	15306016	putative bifunctional diguanylate cyclase/phosphodiesterase
67444981	16045609	putative bifunctional diguanylate cyclase/phosphodiesterase
67444981	16530465	putative bifunctional diguanylate cyclase/phosphodiesterase
67444985	8932712	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
67444986	4928893	hexitol phosphatase HxpB
67444986	16990279	hexitol phosphatase HxpB
67444988	7674922	M13 family metallopeptidase
67444988	18215274	M13 family metallopeptidase
67444989	19029121	patatin-like phospholipase family protein
67444989	20188050	patatin-like phospholipase family protein
67444989	29090840	patatin-like phospholipase family protein
67444990	11557134	EAL domain-containing protein
67444993	9190812	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
67444994	8262214	pyruvate dehydrogenase complex transcriptional repressor PdhR
67444997	8419294	carboxylating nicotinate-nucleotide diphosphorylase
67444998	7854130	type IV pilin protein
67444998	20338182	type IV pilin protein
67444999	8100347	type IV-A pilus assembly ATPase PilB
67445000	8438237	type II secretion system F family protein
67445000	11266368	type II secretion system F family protein
67445001	7961448	prepilin peptidase
67445001	25793961	prepilin peptidase
67445004	12211008	DNA gyrase inhibitor YacG
67445007	8212131	Ppx/GppA phosphatase family protein
67445010	16946247	transcription termination factor Rho
67445011	8257110	LysR family transcriptional regulator
67445011	19047729	LysR family transcriptional regulator
67445013	16496224	putative quinol monooxygenase
67445018	7715456	50S ribosomal protein L11 methyltransferase
67445018	17215866	50S ribosomal protein L11 methyltransferase
67445019	9738943	tRNA dihydrouridine synthase DusB
67445020	1986310	DNA-binding transcriptional regulator Fis
67445020	31594927	DNA-binding transcriptional regulator Fis
67445022	16920715	PilZ domain-containing protein
67445022	18034161	PilZ domain-containing protein
67445022	30710060	PilZ domain-containing protein
67445022	31740493	PilZ domain-containing protein
67445023	14705929	flagellar motor protein MotB
67445023	17052729	flagellar motor protein MotB
67445024	19683537	flagellar motor stator protein MotA
67445029	8861212	flagellar export chaperone FliS
67445030	8195064	flagellar filament capping protein FliD
67445030	9488388	flagellar filament capping protein FliD
67445030	11230454	flagellar filament capping protein FliD
67445031	7648320	flagellin N-terminal helical domain-containing protein
67445032	7648320	flagellin N-terminal helical domain-containing protein
67445041	15170400	flagellar hook protein FlgE
67445041	16428388	flagellar hook protein FlgE
67445042	21349976	flagellar hook assembly protein FlgD
67445045	8200538	flagellar basal body P-ring formation chaperone FlgA
67445046	17537210	flagellar biosynthesis anti-sigma factor FlgM
67445046	19136588	flagellar biosynthesis anti-sigma factor FlgM
67445046	19383707	flagellar biosynthesis anti-sigma factor FlgM
67445049	1828465	FliI/YscN family ATPase
67445049	16672607	FliI/YscN family ATPase
67445049	17012787	FliI/YscN family ATPase
67445050	15687208	flagellar assembly protein FliH
67445053	33882274	flagellar hook-basal body complex protein FliE
67445053	34579566	flagellar hook-basal body complex protein FliE
67445056	1447979	FliM/FliN family flagellar motor switch protein
67445056	8885278	FliM/FliN family flagellar motor switch protein
67445056	15805535	FliM/FliN family flagellar motor switch protein
67445056	16547037	FliM/FliN family flagellar motor switch protein
67445057	9324257	flagellar type III secretion system pore protein FliP
67445057	29076571	flagellar type III secretion system pore protein FliP
67445060	8002587	flagellar biosynthesis protein FlhB
67445062	7568029	NAD(P)H-dependent oxidoreductase
67445062	25372605	NAD(P)H-dependent oxidoreductase
67445063	374403	NupC/NupG family nucleoside CNT transporter
67445063	25082345	NupC/NupG family nucleoside CNT transporter
67445063	28424521	NupC/NupG family nucleoside CNT transporter
67445066	11407111	Crp/Fnr family transcriptional regulator
67445066	14638413	Crp/Fnr family transcriptional regulator
67445067	22731697	Imm26 family immunity protein
67445068	18203837	iron-sulfur cluster repair di-iron protein
67445069	31026779	AlbA family DNA-binding domain-containing protein
67445069	35768579	AlbA family DNA-binding domain-containing protein
67445072	12823825	tyrosine recombinase XerC
67445072	28373867	tyrosine recombinase XerC
67445074	10194362	diaminopimelate epimerase
67445074	18269631	diaminopimelate epimerase
67445074	23426375	diaminopimelate epimerase
67445076	37821449	LPS translocon maturation chaperone LptM
67445077	16428423	iron donor protein CyaY
67445077	16603772	iron donor protein CyaY
67445077	28436221	iron donor protein CyaY
67445079	7665501	hydroxymethylbilane synthase
67445079	8436121	hydroxymethylbilane synthase
67445079	8727319	hydroxymethylbilane synthase
67445080	12196144	uroporphyrinogen-III synthase
67445082	7928957	heme biosynthesis HemY N-terminal domain-containing protein
67445087	11589692	TolC family outer membrane protein
67445088	17559395	OmpA family protein
67445090	11119645	bifunctional diguanylate cyclase/phosphodiesterase
67445090	11557134	bifunctional diguanylate cyclase/phosphodiesterase
67445090	12486065	bifunctional diguanylate cyclase/phosphodiesterase
67445090	15063857	bifunctional diguanylate cyclase/phosphodiesterase
67445090	15289546	bifunctional diguanylate cyclase/phosphodiesterase
67445090	15306016	bifunctional diguanylate cyclase/phosphodiesterase
67445090	15569936	bifunctional diguanylate cyclase/phosphodiesterase
67445090	15995192	bifunctional diguanylate cyclase/phosphodiesterase
67445090	16045609	bifunctional diguanylate cyclase/phosphodiesterase
67445090	16166544	bifunctional diguanylate cyclase/phosphodiesterase
67445090	16530465	bifunctional diguanylate cyclase/phosphodiesterase
67445090	19756011	bifunctional diguanylate cyclase/phosphodiesterase
67445090	20691189	bifunctional diguanylate cyclase/phosphodiesterase
67445090	21304926	bifunctional diguanylate cyclase/phosphodiesterase
67445090	26055114	bifunctional diguanylate cyclase/phosphodiesterase
67445095	9433123	sensor domain-containing phosphodiesterase
67445095	11557134	sensor domain-containing phosphodiesterase
67445095	12518043	sensor domain-containing phosphodiesterase
67445095	14742667	sensor domain-containing phosphodiesterase
67445095	14993386	sensor domain-containing phosphodiesterase
67445095	15289546	sensor domain-containing phosphodiesterase
67445095	15306016	sensor domain-containing phosphodiesterase
67445095	15995192	sensor domain-containing phosphodiesterase
67445095	16045609	sensor domain-containing phosphodiesterase
67445095	16166544	sensor domain-containing phosphodiesterase
67445095	16530465	sensor domain-containing phosphodiesterase
67445095	19756011	sensor domain-containing phosphodiesterase
67445095	20004158	sensor domain-containing phosphodiesterase
67445095	20691189	sensor domain-containing phosphodiesterase
67445095	26055114	sensor domain-containing phosphodiesterase
67445097	21554724	ubiquinone biosynthesis accessory factor UbiK
67445097	27777572	ubiquinone biosynthesis accessory factor UbiK
67445097	28559279	ubiquinone biosynthesis accessory factor UbiK
67445100	10440380	ammonia-forming cytochrome c nitrite reductase subunit c552
67445101	31451505	cell envelope integrity protein CreD
67445102	8552646	phosphatase PAP2 family protein
67445102	9041652	phosphatase PAP2 family protein
67445102	9260289	phosphatase PAP2 family protein
67445106	35697072	pyridoxal-phosphate-dependent aminotransferase family protein
67445106	38885378	pyridoxal-phosphate-dependent aminotransferase family protein
67445109	9581571	acetolactate synthase 2 small subunit
67445110	9581571	acetolactate synthase 2 catalytic subunit
67445115	11719193	ERCC4 domain-containing protein
67445115	14527419	ERCC4 domain-containing protein
67445115	22638584	ERCC4 domain-containing protein
67445117	8257110	LysR family transcriptional regulator
67445117	19047729	LysR family transcriptional regulator
67445120	15293241	sulfotransferase family protein
67445121	16244704	phosphotransferase enzyme family protein
67445122	9445404	nucleotidyltransferase family protein
67445125	1711031	DNA-directed RNA polymerase subunit omega
67445125	11531998	DNA-directed RNA polymerase subunit omega
67445127	14624641	RidA family protein
67445128	8805533	AMP-binding protein
67445129	9461611	calcium/sodium antiporter
67445129	22287543	calcium/sodium antiporter
67445129	27183196	calcium/sodium antiporter
67445130	9886293	TonB-dependent receptor domain-containing protein
67445132	8176730	superoxide dismutase family protein
67445132	10026301	superoxide dismutase family protein
67445132	11327787	superoxide dismutase family protein
67445132	12595249	superoxide dismutase family protein
67445133	32457103	YifB family Mg chelatase-like AAA ATPase
67445134	9259571	acyltransferase
67445134	18369234	acyltransferase
67445135	9259571	acyltransferase
67445135	18369234	acyltransferase
67445137	33509775	GntR family transcriptional regulator
67445140	14702315	Fe/S-dependent 2-methylisocitrate dehydratase AcnD
67445141	17567742	2-methylaconitate cis-trans isomerase PrpF
67445142	11557134	EAL domain-containing protein
67445146	14624641	RidA family protein
67445147	9190799	Na+/H+ antiporter NhaC family protein
67445150	12524212	thiol:disulfide interchange protein DsbA/DsbL
67445150	15558583	thiol:disulfide interchange protein DsbA/DsbL
67445151	7881552	serine/threonine protein kinase
67445151	9159398	serine/threonine protein kinase
67445151	11594757	serine/threonine protein kinase
67445151	12511488	serine/threonine protein kinase
67445151	17302814	serine/threonine protein kinase
67445153	22359664	protein adenylyltransferase SelO
67445154	24369174	SadB/YajI family lipoprotein
67445156	9695921	DsrE/DsrF/TusD sulfur relay family protein
67445156	12270834	DsrE/DsrF/TusD sulfur relay family protein
67445156	16387657	DsrE/DsrF/TusD sulfur relay family protein
67445159	19158382	YSC84-related protein
67445160	24135791	siderophore ABC transporter substrate-binding protein
67445160	31678562	siderophore ABC transporter substrate-binding protein
67445161	10529352	iron ABC transporter ATP-binding protein
67445161	11421269	iron ABC transporter ATP-binding protein
67445161	11934617	iron ABC transporter ATP-binding protein
67445161	12370001	iron ABC transporter ATP-binding protein
67445161	15313236	iron ABC transporter ATP-binding protein
67445161	19234479	iron ABC transporter ATP-binding protein
67445161	24638992	iron ABC transporter ATP-binding protein
67445161	25750732	iron ABC transporter ATP-binding protein
67445161	26517899	iron ABC transporter ATP-binding protein
67445162	2651410	iron chelate uptake ABC transporter family permease subunit
67445162	16331991	iron chelate uptake ABC transporter family permease subunit
67445162	19955416	iron chelate uptake ABC transporter family permease subunit
67445163	17723295	ABC transporter permease
67445163	18535149	ABC transporter permease
67445163	24638992	ABC transporter permease
67445163	25750732	ABC transporter permease
67445164	23602932	TetR/AcrR family transcriptional regulator
67445165	35464957	TonB-dependent receptor
67445165	36944260	TonB-dependent receptor
67445166	1864505	ATP-binding cassette domain-containing protein
67445166	1977073	ATP-binding cassette domain-containing protein
67445166	2229036	ATP-binding cassette domain-containing protein
67445166	9872322	ATP-binding cassette domain-containing protein
67445167	1864505	ATP-binding cassette domain-containing protein
67445167	1977073	ATP-binding cassette domain-containing protein
67445167	2229036	ATP-binding cassette domain-containing protein
67445167	9872322	ATP-binding cassette domain-containing protein
67445173	22247134	ornithine decarboxylase SpeF
67445174	1584788	putrescine-ornithine antiporter
67445174	9045651	putrescine-ornithine antiporter
67445174	10931886	putrescine-ornithine antiporter
67445175	31214985	porin
67445175	31792365	porin
67445177	10091672	MAPEG family protein
67445177	10673221	MAPEG family protein
67445177	31681188	MAPEG family protein
67445177	32745470	MAPEG family protein
67445178	11514515	threonine/serine exporter family protein
67445178	12089010	threonine/serine exporter family protein
67445179	25101071	BamA/TamA family outer membrane protein
67445179	31702961	BamA/TamA family outer membrane protein
67445180	15070401	DJ-1/PfpI family protein
67445181	23602932	TetR/AcrR family transcriptional regulator
67445186	19965768	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
67445190	28708841	division/outer membrane stress-associated lipid-binding lipoprotein
67445190	33315009	division/outer membrane stress-associated lipid-binding lipoprotein
67445191	11432728	DMT family transporter
67445192	9309218	LysR substrate-binding domain-containing protein
67445195	15333955	ribulose-phosphate 3-epimerase
67445195	21402925	ribulose-phosphate 3-epimerase
67445201	1309529	shikimate kinase AroK
67445201	3026317	shikimate kinase AroK
67445201	15299895	shikimate kinase AroK
67445207	18248419	penicillin-binding protein 1A
67445207	18266856	penicillin-binding protein 1A
67445211	1649049	acetylglutamate kinase
67445221	15853797	RNA-binding protein
67445225	9767077	acyl-CoA desaturase
67445225	15189125	acyl-CoA desaturase
67445229	23602932	TetR/AcrR family transcriptional regulator
67445230	10940244	GNAT family N-acetyltransferase
67445230	15581578	GNAT family N-acetyltransferase
67445230	26818562	GNAT family N-acetyltransferase
67445230	27367672	GNAT family N-acetyltransferase
67445233	21606337	Ig-like domain-containing protein
67445234	12888344	phage tail protein
67445235	10940244	GNAT family N-acetyltransferase
67445235	15581578	GNAT family N-acetyltransferase
67445235	26818562	GNAT family N-acetyltransferase
67445235	27367672	GNAT family N-acetyltransferase
67445238	14697267	aspartyl/asparaginyl beta-hydroxylase domain-containing protein
67445238	19478949	aspartyl/asparaginyl beta-hydroxylase domain-containing protein
67445243	30767847	type II secretion system minor pseudopilin GspK
67445244	30767847	type II secretion system minor pseudopilin GspJ
67445245	30767847	type II secretion system minor pseudopilin GspI
67445246	30767847	type II secretion system minor pseudopilin GspH
67445247	30767847	type II secretion system major pseudopilin GspG
67445248	19324092	type II secretion system inner membrane protein GspF
67445249	30767847	type II secretion system ATPase GspE
67445250	12654803	type II secretion system secretin GspD
67445250	19217396	type II secretion system secretin GspD
67445251	30767847	type II secretion system protein GspC
67445255	7937796	SMI1/KNR4 family protein
67445255	8289782	SMI1/KNR4 family protein
67445255	21306995	SMI1/KNR4 family protein
67445259	1570301	M16 family metallopeptidase
67445260	1570301	M16 family metallopeptidase
67445261	7845208	S9 family peptidase
67445261	8439290	S9 family peptidase
67445261	12369917	S9 family peptidase
67445261	15206935	S9 family peptidase
67445261	18336325	S9 family peptidase
67445261	19508187	S9 family peptidase
67445261	21924917	S9 family peptidase
67445261	24143202	S9 family peptidase
67445261	25407321	S9 family peptidase
67445261	32953783	S9 family peptidase
67445261	35631755	S9 family peptidase
67445261	37256579	S9 family peptidase
67445261	39623291	S9 family peptidase
67445264	12596263	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL
